date,post_number,ohlc,dollar_volume,weekday,target,symbol
2011-09-20,9.0,13.6057,52586.0305,1,0.0,rtnb
2011-09-21,0.0,13.08095,8895.046,2,0.0,rtnb
2011-09-22,0.0,12.7436,2115.4376,3,0.0,rtnb
2011-09-23,1.0,13.1934,4393.4022,4,0.0,rtnb
2011-09-26,0.0,13.1934,0.0,0,0.0,rtnb
2011-09-27,0.0,13.1934,0.0,1,0.0,rtnb
2011-09-28,0.0,13.1934,0.0,2,0.0,rtnb
2011-09-29,1.0,13.1934,0.0,3,0.0,rtnb
2011-09-30,0.0,14.093,155.023,4,0.0,rtnb
2011-10-03,0.0,14.093,0.0,0,0.0,rtnb
2011-10-04,0.0,13.34335,4443.33555,1,0.0,rtnb
2011-10-05,0.0,13.34335,0.0,2,0.0,rtnb
2011-10-06,0.0,14.2429,655.1734,3,0.0,rtnb
2011-10-07,0.0,14.2429,470.01570000000004,4,0.0,rtnb
2011-10-10,0.0,14.2429,0.0,0,0.0,rtnb
2011-10-11,0.0,14.2429,0.0,1,0.0,rtnb
2011-10-12,0.0,14.2429,598.2018,2,0.0,rtnb
2011-10-13,0.0,14.2429,0.0,3,0.0,rtnb
2011-10-14,0.0,14.2429,1609.4477000000002,4,0.0,rtnb
2011-10-17,0.0,13.4933,1794.6089,0,0.0,rtnb
2011-10-18,0.0,13.4933,0.0,1,0.0,rtnb
2011-10-19,0.0,13.4933,0.0,2,0.0,rtnb
2011-10-20,0.0,13.4933,0.0,3,0.0,rtnb
2011-10-21,1.0,13.4933,0.0,4,0.0,rtnb
2011-10-24,1.0,13.4933,0.0,0,0.0,rtnb
2011-10-25,0.0,13.4933,0.0,1,0.0,rtnb
2011-10-26,0.0,13.4933,0.0,2,0.0,rtnb
2011-10-27,0.0,13.4933,0.0,3,0.0,rtnb
2011-10-28,0.0,13.4933,0.0,4,0.0,rtnb
2011-10-31,0.0,13.4933,6287.8778,0,0.0,rtnb
2011-11-01,0.0,13.4933,0.0,1,0.0,rtnb
2011-11-02,0.0,13.4933,0.0,2,0.0,rtnb
2011-11-03,0.0,13.4933,0.0,3,0.0,rtnb
2011-11-04,0.0,13.4933,0.0,4,0.0,rtnb
2011-11-07,0.0,13.4933,0.0,0,0.0,rtnb
2011-11-08,0.0,13.4933,0.0,1,0.0,rtnb
2011-11-09,0.0,12.7436,420.53880000000004,2,0.0,rtnb
2011-11-10,0.0,12.3688,13024.3464,3,0.0,rtnb
2011-11-11,1.0,11.394325,9571.233,4,0.0,rtnb
2011-11-14,1.0,10.6447,14200.0298,0,0.0,rtnb
2011-11-15,0.0,10.6447,17744.7149,1,0.0,rtnb
2011-11-16,0.0,10.569700000000001,13032.440100000002,2,0.0,rtnb
2011-11-17,0.0,8.69565,634.78245,3,0.0,rtnb
2011-11-18,0.0,8.096,48.576,4,0.0,rtnb
2011-11-21,0.0,8.096,0.0,0,0.0,rtnb
2011-11-22,0.0,8.2459,11000.0306,1,0.0,rtnb
2011-11-23,0.0,8.2459,0.0,2,0.0,rtnb
2011-11-24,0.0,8.2459,0.0,3,0.0,rtnb
2011-11-25,0.0,8.2459,5211.4088,4,0.0,rtnb
2011-11-28,0.0,8.2459,11214.424,0,0.0,rtnb
2011-11-29,0.0,8.2459,0.0,1,0.0,rtnb
2011-11-30,0.0,8.2459,0.0,2,0.0,rtnb
2011-12-01,0.0,8.2459,10777.391300000001,3,0.0,rtnb
2011-12-02,0.0,9.7451,3245.1183,4,0.0,rtnb
2011-12-05,0.0,9.7451,0.0,0,0.0,rtnb
2011-12-06,0.0,9.82005,8513.98335,1,0.0,rtnb
2011-12-07,0.0,9.82005,0.0,2,0.0,rtnb
2011-12-08,0.0,9.82005,0.0,3,0.0,rtnb
2011-12-09,0.0,9.82005,0.0,4,0.0,rtnb
2011-12-12,0.0,9.7451,6499.9817,0,0.0,rtnb
2011-12-13,1.0,9.7451,0.0,1,0.0,rtnb
2011-12-14,0.0,9.7451,0.0,2,0.0,rtnb
2011-12-15,0.0,9.7451,0.0,3,0.0,rtnb
2011-12-16,1.0,9.7451,0.0,4,0.0,rtnb
2011-12-19,0.0,9.257850000000001,21607.821900000003,0,0.0,rtnb
2011-12-20,0.0,8.021,28241.941000000003,1,0.0,rtnb
2011-12-21,0.0,7.6462,15300.0462,2,0.0,rtnb
2011-12-22,0.0,7.6462,10200.0308,3,0.0,rtnb
2011-12-23,0.0,7.53375,5642.77875,4,0.0,rtnb
2011-12-26,0.0,7.53375,0.0,0,0.0,rtnb
2011-12-27,0.0,7.53375,0.0,1,0.0,rtnb
2011-12-28,0.0,6.821599999999999,4550.007199999999,2,0.0,rtnb
2011-12-29,0.0,8.2459,4667.1794,3,0.0,rtnb
2011-12-30,0.0,8.2459,0.0,4,0.0,rtnb
2012-01-02,0.0,8.2459,0.0,0,0.0,rtnb
2012-01-03,0.0,8.2459,0.0,1,0.0,rtnb
2012-01-04,0.0,8.2459,0.0,2,0.0,rtnb
2012-01-05,0.0,8.2459,0.0,3,0.0,rtnb
2012-01-06,0.0,8.2459,0.0,4,0.0,rtnb
2012-01-09,0.0,8.2459,0.0,0,0.0,rtnb
2012-01-10,0.0,7.346350000000001,808.0985000000001,1,0.0,rtnb
2012-01-11,0.0,7.346350000000001,0.0,2,0.0,rtnb
2012-01-12,0.0,7.346350000000001,0.0,3,0.0,rtnb
2012-01-13,0.0,7.346350000000001,0.0,4,0.0,rtnb
2012-01-16,0.0,7.346350000000001,0.0,0,0.0,rtnb
2012-01-17,0.0,7.346350000000001,0.0,1,0.0,rtnb
2012-01-18,0.0,7.346350000000001,0.0,2,0.0,rtnb
2012-01-19,0.0,7.346350000000001,0.0,3,0.0,rtnb
2012-01-20,0.0,6.746650000000001,31500.108850000004,4,0.0,rtnb
2012-01-23,0.0,6.746650000000001,0.0,0,0.0,rtnb
2012-01-24,0.0,7.196400000000001,2396.4012000000002,1,0.0,rtnb
2012-01-25,0.0,7.196400000000001,0.0,2,0.0,rtnb
2012-01-26,0.0,8.9955,4704.6465,3,0.0,rtnb
2012-01-27,0.0,11.0945,188.6065,4,0.0,rtnb
2012-01-30,0.0,11.0945,0.0,0,0.0,rtnb
2012-01-31,0.0,11.0945,0.0,1,0.0,rtnb
2012-02-01,0.0,11.0945,0.0,2,0.0,rtnb
2012-02-02,0.0,11.0945,0.0,3,0.0,rtnb
2012-02-03,0.0,11.0945,0.0,4,0.0,rtnb
2012-02-06,0.0,11.0945,0.0,0,0.0,rtnb
2012-02-07,0.0,11.0945,0.0,1,0.0,rtnb
2012-02-08,0.0,11.0945,0.0,2,0.0,rtnb
2012-02-09,0.0,12.48125,19108.79375,3,0.0,rtnb
2012-02-10,0.0,15.554725,7559.59635,4,0.0,rtnb
2012-02-13,0.0,14.95505,3110.6504,0,0.0,rtnb
2012-02-14,0.0,15.3673,7683.65,1,0.0,rtnb
2012-02-15,0.0,16.94155,254.12324999999998,2,0.0,rtnb
2012-02-16,0.0,16.94155,0.0,3,0.0,rtnb
2012-02-17,0.0,14.9925,89.955,4,0.0,rtnb
2012-02-21,0.0,14.430299999999999,5021.7444,1,0.0,rtnb
2012-02-22,0.0,14.430299999999999,0.0,2,0.0,rtnb
2012-02-23,0.0,14.430299999999999,0.0,3,0.0,rtnb
2012-02-24,0.0,14.430299999999999,0.0,4,0.0,rtnb
2012-02-27,0.0,14.430299999999999,0.0,0,0.0,rtnb
2012-02-28,0.0,14.430299999999999,0.0,1,0.0,rtnb
2012-02-29,0.0,14.055499999999999,11497.399,2,0.0,rtnb
2012-03-01,0.0,14.055499999999999,0.0,3,0.0,rtnb
2012-03-02,0.0,13.418299999999999,4468.2939,4,0.0,rtnb
2012-03-05,0.0,13.418299999999999,0.0,0,0.0,rtnb
2012-03-06,0.0,12.66865,10552.98545,1,0.0,rtnb
2012-03-07,0.0,13.4933,5653.6927,2,0.0,rtnb
2012-03-08,1.0,12.55625,2774.93125,3,0.0,rtnb
2012-03-09,0.0,10.86955,13445.63335,4,0.0,rtnb
2012-03-12,0.0,11.50675,6800.4892500000005,0,0.0,rtnb
2012-03-13,1.0,12.4438,25397.7958,1,0.0,rtnb
2012-03-14,0.0,12.59375,4634.5,2,0.0,rtnb
2012-03-15,0.0,10.94455,864.6194499999999,3,0.0,rtnb
2012-03-16,0.0,11.1694,4289.0496,4,0.0,rtnb
2012-03-19,0.0,11.6942,935.5360000000001,0,0.0,rtnb
2012-03-20,0.0,10.794599999999999,21470.4594,1,0.0,rtnb
2012-03-21,2.0,11.0195,28231.959000000003,2,0.0,rtnb
2012-03-22,1.0,13.343325,161734.442325,3,0.0,rtnb
2012-03-23,0.0,13.500725,18752.507025,4,0.0,rtnb
2012-03-26,1.0,14.73015,42879.46665,0,0.0,rtnb
2012-03-27,0.0,12.949774999999999,67662.574375,1,0.0,rtnb
2012-03-28,1.0,12.14395,7456.3853,2,0.0,rtnb
2012-03-29,0.0,13.568249999999999,8575.134,3,0.0,rtnb
2012-03-30,0.0,13.455775000000001,5866.717900000001,4,0.0,rtnb
2012-04-02,0.0,12.218900000000001,1197.4522000000002,0,0.0,rtnb
2012-04-03,0.0,13.380825000000002,15709.088550000002,1,0.0,rtnb
2012-04-04,0.0,12.068999999999999,32562.161999999997,2,0.0,rtnb
2012-04-05,0.0,11.469275,13029.0964,3,0.0,rtnb
2012-04-09,0.0,11.094449999999998,23398.195049999995,0,0.0,rtnb
2012-04-10,1.0,11.027000000000001,9383.977,1,0.0,rtnb
2012-04-11,1.0,10.94455,2845.583,2,0.0,rtnb
2012-04-12,0.0,11.244375,20149.92,3,0.0,rtnb
2012-04-13,1.0,10.4947,241.3781,4,0.0,rtnb
2012-04-16,0.0,10.4947,545.7244,0,0.0,rtnb
2012-04-17,0.0,10.4947,692.6502,1,0.0,rtnb
2012-04-18,0.0,10.4947,12121.3785,2,0.0,rtnb
2012-04-19,0.0,10.119900000000001,3794.9625000000005,3,0.0,rtnb
2012-04-20,0.0,10.344825,910.3446,4,0.0,rtnb
2012-04-23,0.0,9.970025,100368.241675,0,0.0,rtnb
2012-04-24,0.0,9.14545,20741.8806,1,0.0,rtnb
2012-04-25,0.0,9.67015,396.47614999999996,2,0.0,rtnb
2012-04-26,0.0,9.14545,8395.5231,3,0.0,rtnb
2012-04-27,0.0,9.4453,755.624,4,0.0,rtnb
2012-04-30,0.0,8.9955,35820.081,0,0.0,rtnb
2012-05-01,0.0,9.5952,6361.6176000000005,1,0.0,rtnb
2012-05-02,0.0,9.89505,4452.7725,2,0.0,rtnb
2012-05-03,0.0,9.5952,3579.0096,3,0.0,rtnb
2012-05-04,0.0,8.69565,13295.648850000001,4,0.0,rtnb
2012-05-07,0.0,8.6207,1594.8294999999998,0,0.0,rtnb
2012-05-08,0.0,9.220375,11267.298250000002,1,0.0,rtnb
2012-05-09,0.0,8.9955,116.94149999999999,2,0.0,rtnb
2012-05-10,0.0,8.163450000000001,979.6140000000001,3,0.0,rtnb
2012-05-11,0.0,8.73315,7597.8405,4,0.0,rtnb
2012-05-14,0.0,8.54575,12365.70025,0,0.0,rtnb
2012-05-15,0.0,8.920549999999999,1248.8769999999997,1,0.0,rtnb
2012-05-16,0.0,8.8456,353.82399999999996,2,0.0,rtnb
2012-05-17,0.0,8.283375,9683.265374999999,3,0.0,rtnb
2012-05-18,0.0,7.833599999999999,7700.428799999999,4,0.0,rtnb
2012-05-21,0.0,9.182925000000001,36998.004825,0,0.0,rtnb
2012-05-22,0.0,9.707650000000001,8911.622700000002,1,0.0,rtnb
2012-05-23,1.0,9.257850000000001,4499.315100000001,2,0.0,rtnb
2012-05-24,0.0,8.733125000000001,8689.459375,3,0.0,rtnb
2012-05-25,0.0,8.6582,3939.481,4,0.0,rtnb
2012-05-29,1.0,7.79615,2050.38745,1,0.0,rtnb
2012-05-30,0.0,7.79615,0.0,2,0.0,rtnb
2012-05-31,0.0,7.908525000000001,8256.500100000001,3,0.0,rtnb
2012-06-01,0.0,8.395825,13987.44445,4,0.0,rtnb
2012-06-04,0.0,8.39585,4668.0926,0,0.0,rtnb
2012-06-05,0.0,7.7961,1559.22,1,0.0,rtnb
2012-06-06,0.0,7.4213249999999995,5128.135574999999,2,0.0,rtnb
2012-06-07,0.0,8.088474999999999,4594.2537999999995,3,0.0,rtnb
2012-06-08,0.0,7.6162,3511.0682,4,0.0,rtnb
2012-06-11,0.0,7.346350000000001,330.5857500000001,0,0.0,rtnb
2012-06-12,0.0,7.0465,4227.9,1,0.0,rtnb
2012-06-13,0.0,8.058475,19163.05355,2,0.0,rtnb
2012-06-14,0.0,7.2039,136.8741,3,0.0,rtnb
2012-06-15,0.0,7.18515,25133.6547,4,0.0,rtnb
2012-06-18,0.0,8.512025,3362.249875,0,0.0,rtnb
2012-06-19,0.0,7.912324999999999,8806.417725,1,0.0,rtnb
2012-06-20,0.0,7.3538499999999996,2515.0166999999997,2,0.0,rtnb
2012-06-21,0.0,7.166449999999999,2888.0793499999995,3,0.0,rtnb
2012-06-22,0.0,7.871074999999999,18103.4725,4,0.0,rtnb
2012-06-25,0.0,8.077225,9951.1412,0,0.0,rtnb
2012-06-26,0.0,7.90855,4151.98875,1,0.0,rtnb
2012-06-27,0.0,8.058475,5914.92065,2,0.0,rtnb
2012-06-28,0.0,8.9955,89.955,3,0.0,rtnb
2012-06-29,0.0,7.94605,3146.6358,4,0.0,rtnb
2012-07-02,0.0,7.721175000000001,11234.309625000002,0,0.0,rtnb
2012-07-03,0.0,7.796100000000001,1169.4150000000002,1,0.0,rtnb
2012-07-05,0.0,7.94605,4870.92865,3,0.0,rtnb
2012-07-06,0.0,7.94605,6094.62035,4,0.0,rtnb
2012-07-09,0.0,8.8456,70.7648,0,0.0,rtnb
2012-07-10,0.0,9.220424999999999,16366.254374999999,1,0.0,rtnb
2012-07-11,0.0,9.501525,2669.9285250000003,2,0.0,rtnb
2012-07-12,0.0,9.501525,4247.181675000001,3,0.0,rtnb
2012-07-13,0.0,9.29535,381.10934999999995,4,0.0,rtnb
2012-07-16,0.0,9.557749999999999,14556.453249999999,0,0.0,rtnb
2012-07-17,0.0,9.385325,30258.2878,1,0.0,rtnb
2012-07-18,0.0,9.33285,4153.11825,2,0.0,rtnb
2012-07-19,1.0,9.430299999999999,8949.3547,3,0.0,rtnb
2012-07-20,0.0,8.6207,2181.0371,4,0.0,rtnb
2012-07-23,0.0,9.070475,317.466625,0,0.0,rtnb
2012-07-24,0.0,9.070450000000001,23383.620100000004,1,0.0,rtnb
2012-07-25,0.0,9.670200000000001,222.41460000000004,2,0.0,rtnb
2012-07-26,0.0,10.4947,83.9576,3,0.0,rtnb
2012-07-27,0.0,10.4947,220.3887,4,0.0,rtnb
2012-07-30,0.0,9.257874999999999,1768.2541249999997,0,0.0,rtnb
2012-07-31,0.0,9.0705,725.6399999999999,1,0.0,rtnb
2012-08-01,0.0,9.7451,545.7256,2,0.0,rtnb
2012-08-02,0.0,9.257874999999999,10211.436124999998,3,0.0,rtnb
2012-08-03,0.0,9.617675,2904.53785,4,0.0,rtnb
2012-08-06,0.0,9.81255,60513.99585,0,0.0,rtnb
2012-08-07,0.0,8.7706,6972.627,1,0.0,rtnb
2012-08-08,0.0,9.3703,8095.939200000001,2,0.0,rtnb
2012-08-09,0.0,9.3703,0.0,3,0.0,rtnb
2012-08-10,0.0,9.445274999999999,3305.8462499999996,4,0.0,rtnb
2012-08-13,0.0,9.332825,4470.423175,0,0.0,rtnb
2012-08-14,0.0,8.845600000000001,4068.9760000000006,1,0.0,rtnb
2012-08-15,0.0,9.20165,5999.4758,2,0.0,rtnb
2012-08-16,1.0,9.838799999999999,4348.749599999999,3,0.0,rtnb
2012-08-17,0.0,10.719625,24698.016000000003,4,0.0,rtnb
2012-08-20,1.0,9.7451,51239.7358,0,0.0,rtnb
2012-08-21,0.0,10.04495,36724.3372,1,0.0,rtnb
2012-08-22,0.0,10.082425,21788.120425,2,0.0,rtnb
2012-08-23,0.0,10.4947,7083.9225,3,0.0,rtnb
2012-08-24,0.0,10.4947,346.3251,4,0.0,rtnb
2012-08-27,0.0,9.857575,1892.6544000000001,0,0.0,rtnb
2012-08-28,0.0,9.67015,6759.43485,1,0.0,rtnb
2012-08-29,0.0,9.30285,3702.5343,2,0.0,rtnb
2012-08-30,0.0,9.895050000000001,316.64160000000004,3,0.0,rtnb
2012-08-31,0.0,9.932525,2304.3458,4,0.0,rtnb
2012-09-04,0.0,9.407824999999999,1627.5537249999998,1,0.0,rtnb
2012-09-05,0.0,9.239149999999999,3372.2897499999995,2,0.0,rtnb
2012-09-06,0.0,8.9955,4263.867,3,0.0,rtnb
2012-09-07,0.0,9.636425000000001,4827.848925,4,0.0,rtnb
2012-09-10,0.0,9.6739,9151.509399999999,0,0.0,rtnb
2012-09-11,1.0,9.5277,13224.4476,1,0.0,rtnb
2012-09-12,0.0,10.1949,71.3643,2,0.0,rtnb
2012-09-13,0.0,10.416025,24779.723475,3,0.0,rtnb
2012-09-14,0.0,10.23235,3039.00795,4,0.0,rtnb
2012-09-17,0.0,10.194875,4516.329625,0,0.0,rtnb
2012-09-18,0.0,10.194875,835.97975,1,0.0,rtnb
2012-09-19,0.0,9.969999999999999,10089.64,2,0.0,rtnb
2012-09-20,0.0,9.932500000000001,4012.7300000000005,3,0.0,rtnb
2012-09-21,0.0,9.261600000000001,25617.585600000002,4,0.0,rtnb
2012-09-24,1.0,9.261600000000001,0.0,0,0.0,rtnb
2012-09-25,0.0,8.6994,22618.440000000002,1,0.0,rtnb
2012-09-26,0.0,9.003,12910.302,2,0.0,rtnb
