date,post_number,ohlc,dollar_volume,weekday,target
2015-10-30,0.0,0.245,2205.0,4,0.0
2015-11-02,2.0,0.27275000000000005,11402.586500000001,0,0.0
2015-11-03,1.0,0.28,5830.72,1,0.0
2015-11-04,0.0,0.24505,2134.3855,2,0.0
2015-11-05,0.0,0.28450000000000003,21630.8195,3,0.0
2015-11-06,1.0,0.313,55254.829,4,0.0
2015-11-09,1.0,0.345875,89165.88325,0,0.0
2015-11-10,3.0,0.3428,85654.40759999999,1,0.0
2015-11-11,5.0,0.3085,114940.93,2,0.0
2015-11-12,24.0,0.272525,58974.682525000004,3,0.0
2015-11-13,34.0,0.2725,97451.1775,4,0.0
2015-11-16,22.0,0.271375,152467.70174999998,0,0.0
2015-11-17,25.0,0.258,21767.976000000002,1,0.0
2015-11-18,5.0,0.2385,23276.646,2,0.0
2015-11-19,8.0,0.19125,29080.51875,3,0.0
2015-11-20,10.0,0.120275,57595.60815,4,0.0
2015-11-23,127.0,0.09997500000000001,122067.77542500001,0,0.0
2015-11-24,110.0,0.08975,12879.484,1,0.0
2015-11-25,127.0,0.09312500000000001,28927.977500000005,2,0.0
2015-11-27,90.0,0.09125,1296.38875,4,0.0
2015-11-30,62.0,0.08925,4142.89575,0,0.0
2015-12-01,18.0,0.079375,9631.918125,1,0.0
2015-12-02,6.0,0.0765,7624.296,2,0.0
2015-12-03,206.0,0.10075,574878.3917500001,3,0.0
2015-12-04,29.0,0.101225,130512.73292499999,4,0.0
2015-12-07,2.0,0.10095000000000001,97604.9208,0,0.0
2015-12-08,0.0,0.10065,84691.3386,1,0.0
2015-12-09,1.0,0.0769,91938.4871,2,0.0
2015-12-10,3.0,0.0502,49523.4044,3,0.0
2015-12-11,2.0,0.051000000000000004,76802.736,4,0.0
2015-12-14,1.0,0.045000000000000005,29159.325000000004,0,0.0
2015-12-15,2.0,0.039325,15951.71435,1,0.0
2015-12-16,1.0,0.035375,35346.134,2,0.0
2015-12-17,0.0,0.0311,20048.926,3,0.0
2015-12-18,8.0,0.022350000000000002,30722.77935,4,0.0
2015-12-21,0.0,0.01505,26408.054399999997,0,0.0
2015-12-22,0.0,0.01255,1790.97285,1,0.0
2015-12-23,0.0,0.015449999999999998,59766.91905,2,0.0
2015-12-24,0.0,0.016775,12883.2,3,0.0
2015-12-28,2.0,0.0206,28433.871,0,0.0
2015-12-29,1.0,0.022375,11621.08275,1,0.0
2015-12-30,0.0,0.026225,89596.40125,2,0.0
2015-12-31,2.0,0.0266,39814.1884,3,0.0
2016-01-04,4.0,0.0296,66919.1176,0,0.0
2016-01-05,0.0,0.03125,78525.0,1,0.0
2016-01-06,0.0,0.027499999999999997,583.9074999999999,2,0.0
2016-01-07,2.0,0.022000000000000002,19510.634000000002,3,0.0
2016-01-08,0.0,0.015549999999999998,11804.906899999998,4,0.0
2016-01-11,0.0,0.0148,31177.650400000002,0,0.0
2016-01-12,0.0,0.012700000000000001,35146.195900000006,1,0.0
2016-01-13,0.0,0.010225,4881.9466999999995,2,0.0
2016-01-14,0.0,0.009975000000000001,5486.250000000001,3,0.0
2016-01-15,0.0,0.0079,19549.837700000004,4,0.0
2016-01-19,1.0,0.00635,6258.680649999999,1,0.0
2016-01-20,0.0,0.0057,1301.0421000000001,2,0.0
2016-01-21,1.0,0.004475,23023.324575,3,0.0
2016-01-22,3.0,0.0037749999999999997,4403.537499999999,4,0.0
2016-01-25,3.0,0.0040999999999999995,928.6499999999999,0,0.0
2016-01-26,0.0,0.003725,4583.6125,1,0.0
2016-01-27,0.0,0.00375,1181.0137499999998,2,0.0
2016-01-28,0.0,0.0043,4043.72,3,0.0
2016-01-29,0.0,0.00475,5448.425749999999,4,0.0
2016-02-01,0.0,0.005299999999999999,1309.7677999999999,0,0.0
2016-02-02,15.0,0.008625,31988.701875000002,1,0.0
2016-02-03,9.0,0.0089,13899.0499,2,0.0
2016-02-04,0.0,0.007574999999999999,3209.7850499999995,3,0.0
2016-02-05,2.0,0.0,0.0,4,0.0
2016-02-08,8.0,0.00825,117.2655,0,0.0
2016-02-09,7.0,0.00735,263.90909999999997,1,0.0
2016-02-10,1.0,0.006500000000000001,395.07000000000005,2,0.0
2016-02-11,1.0,0.00755,406.60525,3,0.0
2016-02-12,0.0,0.0,0.0,4,0.0
2016-02-16,0.0,0.0085,1088.0425,1,0.0
2016-02-17,3.0,0.006749999999999999,248.39324999999997,2,0.0
2016-02-18,0.0,0.006024999999999999,1441.8126249999998,3,0.0
2016-02-19,0.0,0.006999999999999999,672.6999999999999,4,0.0
2016-02-22,9.0,0.006025,612.14,0,0.0
2016-02-23,1.0,0.00515,20.012900000000002,1,0.0
2016-02-24,1.0,0.006,451.38,2,0.0
2016-02-25,0.0,0.00485,202.3711,3,0.0
2016-02-26,0.0,0.00545,353.80855,4,0.0
2016-02-29,1.0,0.0056749999999999995,1357.5735,0,0.0
2016-03-01,1.0,0.005974999999999999,439.16249999999997,1,0.0
2016-03-02,0.0,0.00575,378.2235,2,0.0
2016-03-03,0.0,0.005,2235.2000000000003,3,0.0
2016-03-04,0.0,0.005350000000000001,714.0377500000001,4,0.0
2016-03-07,0.0,0.004875,7358.505375,0,0.0
2016-03-08,0.0,0.0045,454.49999999999994,1,0.0
2016-03-09,0.0,0.00425,320.59875,2,0.0
2016-03-10,0.0,0.00425,550.8000000000001,3,0.0
2016-03-11,0.0,0.004275,106.875,4,0.0
2016-03-14,0.0,0.0041,8.048300000000001,0,0.0
2016-03-15,2.0,0.004,1840.316,1,0.0
2016-03-16,0.0,0.0035,106.3265,2,0.0
2016-03-17,2.0,0.00395,199.64090000000002,3,0.0
2016-03-18,1.0,0.00385,117.425,4,0.0
2016-03-21,0.0,0.003225,4663.15005,0,0.0
