date,post_number,ohlc,dollar_volume,weekday,target
2008-12-12,1.0,1400000.0,0.0,4,0.0
2008-12-15,0.0,1400000.0,0.0,0,0.0
2008-12-16,0.0,1400000.0,0.0,1,0.0
2008-12-17,0.0,1400000.0,0.0,2,0.0
2008-12-18,0.0,1400000.0,0.0,3,0.0
2008-12-19,0.0,1400000.0,0.0,4,0.0
2008-12-22,0.0,1400000.0,0.0,0,0.0
2008-12-23,0.0,1400000.0,0.0,1,0.0
2008-12-24,0.0,1400000.0,0.0,2,0.0
2008-12-25,0.0,1400000.0,0.0,3,0.0
2008-12-26,0.0,1400000.0,0.0,4,0.0
2008-12-29,0.0,1400000.0,0.0,0,0.0
2008-12-30,0.0,1400000.0,0.0,1,0.0
2008-12-31,0.0,2400000.0,0.0,2,0.0
2009-01-01,0.0,2400000.0,0.0,3,0.0
2009-01-02,0.0,2400000.0,0.0,4,0.0
2009-01-05,0.0,2400000.0,0.0,0,0.0
2009-01-06,0.0,2400000.0,0.0,1,0.0
2009-01-07,0.0,2400000.0,0.0,2,0.0
2009-01-08,0.0,2400000.0,0.0,3,0.0
2009-01-09,0.0,2400000.0,0.0,4,0.0
2009-01-12,0.0,2400000.0,0.0,0,0.0
2009-01-13,0.0,1400000.0,0.0,1,0.0
2009-01-14,0.0,1400000.0,0.0,2,0.0
2009-01-15,0.0,1400000.0,0.0,3,0.0
2009-01-16,0.0,1300000.0,0.0,4,0.0
2009-01-19,0.0,1300000.0,0.0,0,0.0
2009-01-20,0.0,1300000.0,0.0,1,0.0
2009-01-21,0.0,1300000.0,0.0,2,0.0
2009-01-22,0.0,1300000.0,0.0,3,0.0
2009-01-23,0.0,1300000.0,0.0,4,0.0
2009-01-26,0.0,1300000.0,0.0,0,0.0
2009-01-27,0.0,1300000.0,0.0,1,0.0
2009-01-28,0.0,1300000.0,0.0,2,0.0
2009-01-29,0.0,1300000.0,0.0,3,0.0
2009-01-30,0.0,1300000.0,0.0,4,0.0
2009-02-02,0.0,1300000.0,0.0,0,0.0
2009-02-03,0.0,1300000.0,0.0,1,0.0
2009-02-04,0.0,1300000.0,0.0,2,0.0
2009-02-05,0.0,1300000.0,0.0,3,0.0
2009-02-06,0.0,1300000.0,0.0,4,0.0
2009-02-09,0.0,1300000.0,0.0,0,0.0
2009-02-10,0.0,1300000.0,0.0,1,0.0
2009-02-11,0.0,1300000.0,0.0,2,0.0
2009-02-12,0.0,1300000.0,0.0,3,0.0
2009-02-13,0.0,1300000.0,0.0,4,0.0
2009-02-16,0.0,1300000.0,0.0,0,0.0
2009-02-17,0.0,1300000.0,0.0,1,0.0
2009-02-18,0.0,1300000.0,0.0,2,0.0
2009-02-19,0.0,1300000.0,0.0,3,0.0
2009-02-20,0.0,1300000.0,0.0,4,0.0
2009-02-23,0.0,1300000.0,0.0,0,0.0
2009-02-24,0.0,2000000.0,0.0,1,0.0
