date,post_number,ohlc,dollar_volume,weekday,target,symbol
2009-07-17,1.0,390.0,0.0,4,0.0,vdrm
2009-07-20,0.0,390.0,0.0,0,0.0,vdrm
2009-07-21,0.0,390.0,0.0,1,0.0,vdrm
2009-07-22,0.0,390.0,0.0,2,0.0,vdrm
2009-07-23,0.0,390.0,0.0,3,0.0,vdrm
2009-07-24,0.0,390.0,0.0,4,0.0,vdrm
2009-07-27,0.0,390.0,0.0,0,0.0,vdrm
2009-07-28,0.0,390.0,0.0,1,0.0,vdrm
2009-07-29,2.0,390.0,0.0,2,0.0,vdrm
2009-07-30,0.0,390.0,0.0,3,0.0,vdrm
2009-07-31,0.0,390.0,0.0,4,0.0,vdrm
2009-08-03,0.0,390.0,0.0,0,0.0,vdrm
2009-08-04,0.0,390.0,0.0,1,0.0,vdrm
2009-08-05,0.0,390.0,0.0,2,0.0,vdrm
2009-08-06,0.0,225.0,7425.0,3,0.0,vdrm
2009-08-07,0.0,225.0,0.0,4,0.0,vdrm
2009-08-10,0.0,225.0,0.0,0,0.0,vdrm
2009-08-11,0.0,225.0,0.0,1,0.0,vdrm
2009-08-12,0.0,225.0,0.0,2,0.0,vdrm
2009-08-13,0.0,225.0,0.0,3,0.0,vdrm
2009-08-14,0.0,225.0,0.0,4,0.0,vdrm
2009-08-17,0.0,225.0,0.0,0,0.0,vdrm
2009-08-18,0.0,315.0,315.0,1,0.0,vdrm
2009-08-19,0.0,315.0,0.0,2,0.0,vdrm
2009-08-20,1.0,315.0,0.0,3,0.0,vdrm
2009-08-21,0.0,315.0,0.0,4,0.0,vdrm
2009-08-24,0.0,315.0,0.0,0,0.0,vdrm
2009-08-25,0.0,337.5,4387.5,1,0.0,vdrm
2009-08-26,0.0,337.5,4725.0,2,0.0,vdrm
2009-08-27,0.0,330.0,1980.0,3,0.0,vdrm
2009-08-28,0.0,330.0,0.0,4,0.0,vdrm
2009-08-31,0.0,330.0,0.0,0,0.0,vdrm
2009-09-01,0.0,330.0,0.0,1,0.0,vdrm
2009-09-02,0.0,330.0,0.0,2,0.0,vdrm
2009-09-03,0.0,292.5,1755.0,3,0.0,vdrm
2009-09-04,0.0,292.5,0.0,4,0.0,vdrm
2009-09-07,0.0,292.5,0.0,0,0.0,vdrm
2009-09-08,0.0,292.5,0.0,1,0.0,vdrm
2009-09-09,0.0,225.0,1350.0,2,0.0,vdrm
2009-09-10,0.0,230.625,6226.875,3,0.0,vdrm
2009-09-11,0.0,230.625,0.0,4,0.0,vdrm
2009-09-14,0.0,251.25,10301.25,0,0.0,vdrm
2009-09-15,6.0,247.5,13117.5,1,0.0,vdrm
2009-09-16,3.0,247.5,0.0,2,0.0,vdrm
2009-09-17,4.0,245.625,4912.5,3,0.0,vdrm
2009-09-18,19.0,273.75,12592.5,4,0.0,vdrm
2009-09-21,8.0,292.5,4387.5,0,0.0,vdrm
2009-09-22,6.0,292.5,0.0,1,0.0,vdrm
2009-09-23,14.0,293.25,8211.0,2,0.0,vdrm
2009-09-24,14.0,295.5,1773.0,3,0.0,vdrm
2009-09-25,7.0,295.5,1773.0,4,0.0,vdrm
2009-09-28,2.0,295.5,2364.0,0,0.0,vdrm
2009-09-29,27.0,295.5,0.0,1,0.0,vdrm
2009-09-30,3.0,295.5,1773.0,2,0.0,vdrm
2009-10-01,12.0,251.25,3266.25,3,0.0,vdrm
2009-10-02,1.0,251.25,0.0,4,0.0,vdrm
2009-10-05,6.0,232.5,7905.0,0,0.0,vdrm
2009-10-06,12.0,240.0,7920.0,1,0.0,vdrm
2009-10-07,7.0,251.625,21388.125,2,0.0,vdrm
2009-10-08,5.0,255.0,8415.0,3,0.0,vdrm
2009-10-09,4.0,255.0,0.0,4,0.0,vdrm
2009-10-12,1.0,255.0,0.0,0,0.0,vdrm
2009-10-13,8.0,320.25,17613.75,1,0.0,vdrm
2009-10-14,5.0,352.5,4582.5,2,0.0,vdrm
2009-10-15,6.0,315.0,5040.0,3,0.0,vdrm
2009-10-16,3.0,346.875,8671.875,4,0.0,vdrm
2009-10-19,2.0,337.5,9450.0,0,0.0,vdrm
