Date,Open,High,Low,Close,Volume
2012-05-03,2.0,2.0,2.0,2.0,125.0
2012-05-04,2.0,2.0,2.0,2.0,0.0
2012-05-07,4.0,4.0,4.0,4.0,125.0
2012-05-08,4.0,4.0,4.0,4.0,0.0
2012-05-09,4.0,4.0,4.0,4.0,0.0
2012-05-10,4.0,4.0,4.0,4.0,0.0
2012-05-11,4.0,4.0,4.0,4.0,0.0
2012-05-14,4.0,4.0,4.0,4.0,0.0
2012-05-15,4.0,4.0,4.0,4.0,0.0
2012-05-16,4.0,4.0,4.0,4.0,0.0
2012-05-17,4.0,4.0,4.0,4.0,0.0
2012-05-18,4.0,4.0,4.0,4.0,0.0
2012-05-21,4.0,4.0,4.0,4.0,0.0
2012-05-22,4.0,4.0,4.0,4.0,0.0
2012-05-23,4.0,4.0,4.0,4.0,0.0
2012-05-24,4.0,4.0,4.0,4.0,0.0
2012-05-25,4.0,4.0,4.0,4.0,0.0
2012-05-28,4.0,4.0,4.0,4.0,0.0
2012-05-29,4.0,4.0,4.0,4.0,0.0
2012-05-30,4.0,4.0,4.0,4.0,0.0
2012-05-31,4.0,4.0,4.0,4.0,0.0
2012-06-01,4.0,4.0,4.0,4.0,0.0
2012-06-04,4.0,4.0,4.0,4.0,0.0
2012-06-05,4.0,4.0,4.0,4.0,0.0
2012-06-06,4.0,4.0,4.0,4.0,0.0
2012-06-07,4.0,4.0,4.0,4.0,0.0
2012-06-08,4.0,4.0,4.0,4.0,0.0
2012-06-11,4.0,4.0,4.0,4.0,0.0
2012-06-12,4.0,4.0,4.0,4.0,0.0
2012-06-13,4.0,4.0,4.0,4.0,0.0
2012-06-14,4.0,4.0,4.0,4.0,0.0
2012-06-15,4.0,4.0,4.0,4.0,0.0
2012-06-18,4.0,4.0,4.0,4.0,0.0
2012-06-19,4.0,4.0,4.0,4.0,0.0
2012-06-20,4.0,4.0,4.0,4.0,0.0
2012-06-21,4.0,4.0,4.0,4.0,0.0
2012-06-22,4.0,4.0,4.0,4.0,0.0
2012-06-25,4.0,4.0,4.0,4.0,0.0
2012-06-26,4.0,4.0,4.0,4.0,0.0
2012-06-27,4.0,4.0,4.0,4.0,0.0
2012-06-28,4.0,4.0,4.0,4.0,0.0
2012-06-29,4.0,4.0,4.0,4.0,0.0
2012-07-02,4.0,4.0,4.0,4.0,0.0
2012-07-03,4.0,4.0,4.0,4.0,0.0
2012-07-04,4.0,4.0,4.0,4.0,0.0
2012-07-05,4.0,4.0,4.0,4.0,0.0
2012-07-06,4.0,4.0,4.0,4.0,0.0
2012-07-09,4.0,4.0,4.0,4.0,0.0
2012-07-10,4.0,4.0,4.0,4.0,0.0
2012-07-11,4.0,4.0,4.0,4.0,0.0
2012-07-12,4.0,4.0,4.0,4.0,0.0
2012-07-13,4.0,4.0,4.0,4.0,0.0
2012-07-16,4.0,4.0,4.0,4.0,0.0
2012-07-17,4.0,4.0,4.0,4.0,0.0
2012-07-18,4.0,4.0,4.0,4.0,0.0
2012-07-19,4.0,4.0,4.0,4.0,0.0
